meta_0.975,0.7497
meta_0.95,0.7543
meta_0.925,0.7438
meta_0.9,0.7489
meta_0,0.7626
meta_0,0.7821
meta_1,0.7707
meta_0,0.7374
meta_1,0.7307
meta_0,0.7111
meta_0,0.7281
meta_0,0.7348
meta_1,0.7549
meta_1,0.7435
